CountyName,RecType,RCD,Type,School,FacilityName,Administrator,Mailing Address,Delivery Address,City,Zip,Telephone,GradeServed,StRep,StSen,FedCong,Cat,NCES ID,Website,LastUpdated
Cass,Sch,010092620,26,2001,A-C Central Elementary School,Dr. Amy Zahm,191 S Bluff St,191 S Bluff St,Chandlerville,62627 9128,217-458-2224,P-4,099,50,15,4,1.70011E+11,http://www.a-ccentral.com,20250620 05:00:02
Morgan,Dist,010690010,26,0000,Franklin CUSD 1,Mr. Jeff Waggener,110 State,110 State,Franklin,62638 4933,217-675-2395,P-12,100,50,15,2,1715750,http://www.franklinhigh.com,20250620 05:00:02
Morgan,Sch,010690010,26,0001,Franklin Jr/Sr High School,Mr. Jeff Waggener,110 State,,Franklin,62638 4933,217-675-2395,12-Jun,100,50,15,4,1.71575E+11,http://www.franklinhigh.com,20250620 05:00:02
Morgan,Sch,010690010,26,2005,Franklin East Grade School,Mrs. Ronda J Smith,412 Wyatt Ave,,Franklin,62638,217-675-2395,P-2,100,50,15,4,1.71575E+11,http://www.franklinhigh.com,20250620 05:00:02
Morgan,Sch,010690010,26,2006,Franklin Elementary School,Mrs. Ronda J Smith,1412 Wyatt Street,,Franklin,62638 4933,217-675-2395,5-Mar,100,50,15,4,1.71575E+11,,20250620 05:00:02
Morgan,Dist,010690060,26,0000,Waverly CUSD 6,Mr. Fred Lamkey,201 N Miller St,,Waverly,62692 1041,217-435-8121,P-12,100,50,15,2,1741280,http://www.wsd6.org,20250620 05:00:02
Morgan,Sch,010690060,26,0001,Waverly Junior/Senior High School,Mr. Scott Hendricks,201 N Miller St,,Waverly,62692 1041,217-435-2211,12-Jul,100,50,15,4,1.74128E+11,http://www.wsd6.org,20250620 05:00:02
Morgan,Sch,010690060,26,2002,Waverly Elementary School,Mrs. Christy Willman,499 W Elm St,,Waverly,62692 1039,217-435-2331,P-6,100,50,15,4,1.74128E+11,http://www.wsd6.org,20250620 05:00:02
Morgan,Dist,010690110,26,0000,Meredosia-Chambersburg CUSD 11,Mr. Thad W Walker,830 Main St,830 Main St,Meredosia,62665 7357,217-584-1744,P-12,100,50,15,2,1725680,http://www.mcsd11.net,20250620 05:00:02
Morgan,Sch,010690110,26,0001,Meredosia-Chambersburg High Sch,Mr. Kirk Graham,830 Main St,,Meredosia,62665 0440,217-584-1744,12-Sep,100,50,15,4,1.72568E+11,http://www.mcsd11.net,20250620 05:00:02
Morgan,Sch,010690110,26,1001,Meredosia-Chambersburg Jr High,Mr. Kirk Graham,830 Main St,,Meredosia,62665 0440,217-584-1744,8-Jun,100,50,15,4,1.72568E+11,http://www.mcsd11.net,20250620 05:00:02
Morgan,Sch,010690110,26,2003,Meredosia-Chambersburg Elem Sch,Mr. Thad W. Walker,830 Main Street,830 Main St,Meredosia,62665 0440,217-584-1744,P-5,100,50,15,4,1.72568E+11,http://www.mcsd11.net,20250620 05:00:02
Morgan,Dist,010690270,26,0000,Triopia CUSD 27,Mr. Adam Dean,2204 Concord Arenzville Rd,,Concord,62631 5017,217-457-2283,P-12,099,50,15,2,1710830,http://www.triopiacusd27.org/,20250620 05:00:02
Morgan,Sch,010690270,26,0001,Triopia Jr-Sr High School,Mr. Joseph Kuhlmann,2204 Concord Arenzville Rd,,Concord,62631 5017,217-457-2281,12-Jul,099,50,15,4,1.71083E+11,http://www.triopiacusd27.org/,20250620 05:00:02
Morgan,Sch,010690270,26,2002,Triopia Grade School,Mrs. Jamie Hobrock,2206 Concord Arenzville Rd,,Concord,62631 5017,217-457-2284,P-6,099,50,15,4,1.71083E+11,http://www.triopiacusd27.org/,20250620 05:00:02
Morgan,Dist,010691170,22,0000,Jacksonville SD 117,Mr. Steve Ptacek,211 W State St,,Jacksonville,62650 1997,217-243-9411,P-12,099,50,15,2,1720280,http://www.jsd117.org,20250620 05:00:02
Morgan,Sch,010691170,22,0014,Jacksonville High School,Mr. Joey Dion,1211 N Diamond St,,Jacksonville,62650 1223,217-243-4384,12-Sep,099,50,15,4,1.72028E+11,http://www.jsd117.org,20250620 05:00:02
Morgan,Sch,010691170,22,1013,Jacksonville Middle School,Mrs. Celeste  Lashmett,664 Lincoln Ave,,Jacksonville,62650 2384,217-243-4384,8-Jun,099,50,15,4,1.72028E+11,http://www.jsd117.org,20250620 05:00:02
Morgan,Sch,010691170,22,2001,Eisenhower Elem School,Mr. Tim Chipman,1901 W Lafayette Ave,,Jacksonville,62650 1010,217-245-5107,K-5,099,50,15,4,1.72028E+11,http://www.jsd117.org,20250620 05:00:02
Morgan,Sch,010691170,22,2005,Washington Elem School,Ms. Mary Camerer,524 S Kosciusko St,,Jacksonville,62650 2865,217-243-6711,K-5,099,50,15,4,1.72028E+11,http://www.jsd117.org,20250620 05:00:02
Morgan,Sch,010691170,22,2006,Lincoln Elem School,Ms. Sue Lovdahl,320 W Independence Ave,,Jacksonville,62650 1350,217-245-8720,K-5,099,50,15,4,1.72028E+11,http://www.jsd117.org,20250620 05:00:02
Morgan,Sch,010691170,22,2007,South Jacksonville Elem School,Mr. Braxton Stewart,1700 S West St,,South Jacksonville,62650 3279,217-245-5514,K-5,099,50,15,4,1.72028E+11,http://www.jsd117.org,20250620 05:00:02
Morgan,Sch,010691170,22,2008,North Jacksonville School,Mrs. Bobbie Mills,1626 State Highway 78 N,,Jacksonville,62650 6228,217-245-4084,K-5,099,50,15,4,1.72028E+11,http://www.jsd117.org,20250620 05:00:02
Morgan,Sch,010691170,22,2009,Murrayville-Woodson Elem School,Mrs. Emily English,PO Box 170,307 Masters St,Murrayville,62668 0170,217-882-3121,K-5,100,50,15,4,1.72028E+11,http://www.jsd117.org,20250620 05:00:02
Morgan,Sch,010691170,22,3011,Special Education and Student Services,Mrs. Barbie Davidsmeyer,3 W Central Park Plz,,Jacksonville,62650 2069,217-243-7402,P,099,50,15,4,1.72028E+11,http://www.jsd117.org,20250620 05:00:02
Morgan,Sch,010691170,22,3012,The Early Years,Mrs. Sarah English,516 Jordan St,,Jacksonville,62650 1997,217-243-2876,P,099,50,15,4,1.72028E+11,http://www.jsd117.org,20250620 05:00:02
Morgan,Sch,010691170,22,3013,Crossroad Learning Center,Mrs. Jill Dillard,30 N Central Park Plz,,Jacksonville,62650 2024,217-243-0065,K-12,099,50,15,4,1.72028E+11,,20250620 05:00:02
Pike,Dist,010750030,26,0000,Pleasant Hill CUSD 3,Mrs. Kylee Orr,PO Box 277,501 E Quincy St,Pleasant Hill,62366 0277,217-734-2311,P-12,100,50,15,2,1731890,http://www.phwolves.com,20250620 05:00:02
Pike,Sch,010750030,26,0002,Pleasant Hill High School,Mr. Ryan Lowe,PO Box 277,501 E Quincy St,Pleasant Hill,62366 0277,217-734-2311,12-Sep,100,50,15,4,1.73189E+11,http://www.phwolves.com,20250620 05:00:02
Pike,Sch,010750030,26,2001,Pleasant Hill Elem School,Mrs. Kylee Orr,PO Box 277,501 E Quincy St,Pleasant Hill,62366 0277,217-734-2311,P-8,100,50,15,4,1.73189E+11,http://www.phwolves.com,20250620 05:00:02
Pike,Dist,010750040,26,0000,Griggsville-Perry CUSD 4,Jeff Abell,PO Box 439,202 N Stanford,Griggsville,62340 0439,217-833-2352,P-12,100,50,15,2,1717790,http://www.griggsvilleperry.org,20250620 05:00:02
Pike,Sch,010750040,26,0002,Griggsville-Perry High School,Mrs. Jillian Theis,PO Box 439,202 N Stanford St,Griggsville,62340 0439,217-833-2352,12-Sep,100,50,15,4,1.71779E+11,http://www.griggsvilleperry.org,20250620 05:00:02
Pike,Sch,010750040,26,1002,Griggsville-Perry Middle School,Mr. William Capps,PO Box 98,201 E North St,Perry,62362 0098,217-236-9161,8-May,100,50,15,4,1.71779E+11,http://www.griggsvilleperry.org,20250620 05:00:02
Pike,Sch,010750040,26,2001,Griggsville-Perry Primary School,Mrs. Jillian Theis,PO Box 439,202 N Stanford St,Griggsville,62340 0439,217-833-2352,P-4,100,50,15,4,1.71779E+11,http://www.griggsvilleperry.org,20250620 05:00:02
Pike,Dist,010750100,26,0000,Pikeland CUSD 10,Todd Fox,512 S Madison St,,Pittsfield,62363 1960,217-285-2147,P-12,100,50,15,2,1731710,http://www.pikeland.org,20250620 05:00:02
Pike,Sch,010750100,26,0009,Pittsfield High School,Mrs. Angie Greger,201 E Higbee St,,Pittsfield,62363 1946,217-285-6888,12-Sep,100,50,15,4,1.73171E+11,http://www.phs.net,20250620 05:00:02
Pike,Sch,010750100,26,2007,Pittsfield South Elem School,Mrs. Tracey Allen,655 Clarksville Rd,,Pittsfield,62363 1801,217-285-2431,P-2,100,50,15,4,1.73171E+11,http://www.pikeland.net,20250620 05:00:02
Pike,Sch,010750100,26,2010,Pikeland Community School,Mr. Ryan Benz,601 Piper Ln,,Pittsfield,62363 1982,217-285-9462,8-Mar,100,50,15,4,1.73171E+11,http://www.pikeland.net,20250620 05:00:02
Pike,Dist,010750120,26,0000,Western CUSD 12,Mr. Darin Powell,401 McDonough St,,Barry,62312 1031,217-335-2323,P-12,100,50,15,2,1701387,http://westerncusd12.org,20250620 05:00:02
Pike,Sch,010750120,26,0001,Western High School,Mr. Ryan Sharkey,401 McDonough St,,Barry,62312 1031,217-335-2323,12-Sep,100,50,15,4,1.70139E+11,http://www.westerncusd12.org,20250620 05:00:02
Pike,Sch,010750120,26,1001,Western Jr High School,Mrs. Connie Thomas,PO Box 189,300 Chaney St,Kinderhook,62345 0189,217-432-8324,"P,6-8",100,50,15,4,1.70139E+11,http://www.westerncusd12.org,20250620 05:00:02
Pike,Sch,010750120,26,2001,Western Barry Elem,Dr. Ernest Motley,401 McDonough St,,Barry,62312 1031,217-335-2323,K-5,100,50,15,4,1.70139E+11,http://www.westerncusd12.org,20250620 05:00:02
Scott,Dist,010860010,26,0000,Winchester CUSD 1,Dr. Kevin Blankenship,149 S Elm St,,Winchester,62694 1246,217-742-3175,P-12,100,50,15,2,1742660,http://www.winchesterschools.net,20250620 05:00:02
Scott,Sch,010860010,26,0001,Winchester High School,Mr. Dennis Vortman,200 W Cross St,,Winchester,62694 1243,217-742-3151,12-Sep,100,50,15,4,1.74266E+11,http://www.winchesterschools.net,20250620 05:00:02
Scott,Sch,010860010,26,2002,Winchester Elem School,Mrs. Jessica Crawford,283 S Elm St,,Winchester,62694 1248,217-742-9551,P-8,100,50,15,4,1.74266E+11,http://www.winchesterschools.net,20250620 05:00:02
Scott,Dist,010860020,26,0000,Scott-Morgan CUSD 2,Dr. Kevin Blankenship,PO Box 230,100 W Rockwood St,Bluffs,62621 0230,217-754-3351,P-12,100,50,15,2,1706600,http://www.bluffs-school.com,20250620 05:00:02
Scott,Sch,010860020,26,0001,Bluffs High School,Mrs. Brandi Pennock,100 W Rockwood St,,Bluffs,62621 8114,217-754-3815,12-Sep,100,50,15,4,1.7066E+11,http://www.bluffs-school.com,20250620 05:00:02
Scott,Sch,010860020,26,1001,Bluffs Junior High School,Mrs. Brandi Pennock,PO Box 230,100 W Rockwood St,Bluffs,62621 0230,217-754-3815,8-Jun,100,50,15,4,1.7066E+11,http://www.bluffs-school.com,20250620 05:00:02
Scott,Sch,010860020,26,2001,Bluffs Elementary School,Mrs. Brandi Pennock,PO Box 230,100 W Rockwood St,Bluffs,62621 0230,217-754-3714,P-5,100,50,15,4,1.7066E+11,http://www.bluffs-school.com,20250620 05:00:02
Bond,Dist,030030010,26,0000,Mulberry Grove CUSD 1,Mrs. Casie Bowman,801 W Wall St,,Mulberry Grove,62262 1049,618-326-8812,P-12,110,55,15,2,1727450,http://www.mgschools.com,20250620 05:00:02
Bond,Sch,030030010,26,0001,Mulberry Grove Sr High School,Mr. Adam Haston,801 W Wall St,,Mulberry Grove,62262 1049,618-326-8812,12-Sep,110,55,15,4,1.72745E+11,http://www.mgschools.com,20250620 05:00:02
Bond,Sch,030030010,26,1001,Mulberry Grove Jr High School,Mr. Adam Haston,801 W Wall St,,Mulberry Grove,62262 1049,618-326-8812,8-Jun,110,55,15,4,1.72745E+11,http://www.mgschools.com,20250620 05:00:02
Bond,Sch,030030010,26,2001,Mulberry Grove Elem School,Ms. Casie Bowman,801 W Wall St,,Mulberry Grove,62262 1049,618-326-8811,P-5,110,55,15,4,1.72745E+11,,20250620 05:00:02
Bond,Dist,030030020,26,0000,Bond County CUSD 2,Wes Olson,1008 N Hena St,,Greenville,62246 1378,618-664-0170,P-12,109,55,15,2,1717730,,20250620 05:00:02
Bond,Sch,030030020,26,0001,Bond Cty Comm Unit 2 High School,Mrs. Kara Harris,1000 E State Route 140,,Greenville,62246 4202,618-664-1370,12-Sep,109,55,15,4,1.71773E+11,http://www.bccu2.k12.il.us,20250620 05:00:02
Bond,Sch,030030020,26,1002,Greenville Jr High School,Gary Brauns,1200 Jr High Dr,,Greenville,62246 4203,618-664-1226,8-Jun,109,55,15,4,1.71773E+11,,20250620 05:00:02
Bond,Sch,030030020,26,2003,Greenville Elem School,Mr. Eric Swingler,800 N Dewey St,,Greenville,62246 1383,618-664-3117,P-5,109,55,15,4,1.71773E+11,http://www.bccu2.k12.il.us,20250620 05:00:02
Bond,Sch,030030020,26,2004,Pocahontas Center,Mr. Andrew Beckham,4 E State St,,Pocahontas,62275 3038,618-669-2296,P-8,109,55,15,4,1.71773E+11,http://www.bccu2.org,20250620 05:00:02
Bond,Sch,030030020,26,3002,Bond County CUSD 2 Early Childhood Center,Kelley Hopwood,1318 E State Route 140,,Greenville,62246 1396,618-664-5009,P,109,55,15,4,1.71773E+11,,20250620 05:00:02
Christian,Dist,030110010,26,0000,Morrisonville CUSD 1,Mr. Patrick Murphy,PO Box 13,301 School St,Morrisonville,62546 0013,217-707-6882,P-12,108,54,15,2,1726760,http://www.mohawks.net,20250620 05:00:02
Christian,Sch,030110010,26,0002,Morrisonville High School,Tim Chapman,PO Box 13,204 N Perrine St,Morrisonville,62546 0013,217-707-6880,12-Sep,108,54,15,4,1.72676E+11,http://www.mohawks.net,20250620 05:00:02
Christian,Sch,030110010,26,1001,Morrisonville Jr High School,Tim Chapman,PO Box 13,204 N Perrine St,Morrisonville,62546 0013,217-707-6880,8-Jul,108,54,15,4,1.72676E+11,http://www.mohawks.net,20250620 05:00:02
Christian,Sch,030110010,26,2001,Morrisonville Elem School,Dr. Megan  Hanlon,PO Box 13,313 School St,Morrisonville,62546 0013,217-707-6882,P-6,108,54,15,4,1.72676E+11,http://www.mohawks.net,20250620 05:00:02
Christian,Dist,030110030,26,0000,Taylorville CUSD 3,Mrs. Brandi Bruley,1100 Sportsman Dr,,Taylorville,62568 1239,217-824-4951,P-12,107,54,15,2,1738700,https://www.tcusd3.org/,20250620 05:00:02
Christian,Sch,030110030,26,0006,Taylorville Sr High School,Mr. Matthew Hutchison,815 W Springfield Rd,,Taylorville,62568 1245,217-824-2268,12-Sep,107,54,15,4,1.7387E+11,http://www.tcusd3.org,20250620 05:00:02
Christian,Sch,030110030,26,1005,Taylorville Jr High School,Mr. Eric Bruder,120 E Bidwell St,,Taylorville,62568 1358,217-824-4924,8-May,107,54,15,4,1.7387E+11,http://www.tcusd3.org,20250620 05:00:02
Christian,Sch,030110030,26,2001,Memorial Elem School,Mrs. Michelle Reiss,101 E Adams St,,Taylorville,62568 2201,217-287-7929,4-Mar,107,54,15,4,1.7387E+11,http://www.tcusd3.org,20250620 05:00:02
Christian,Sch,030110030,26,2003,North Elem School,Mrs. Karen Kuntzman,805 N Cherokee St,,Taylorville,62568 1450,217-824-3315,P-2,107,54,15,4,1.7387E+11,http://www.tcusd3.org,20250620 05:00:02
Christian,Dist,030110040,26,0000,Edinburg CUSD 4,Mrs. Ashley Francis,100 E Martin St,,Edinburg,62531 9713,217-623-5603,P-12,095,48,15,2,1713410,http://ecusd4.com,20250620 05:00:02
Christian,Sch,030110040,26,0002,Edinburg High School,Mr. Kevin Qualters,100 E Martin St,,Edinburg,62531 9713,217-623-5603,12-Sep,095,48,15,4,1.71341E+11,http://www.ecusd4.com,20250620 05:00:02
Christian,Sch,030110040,26,1001,Edinburg Jr High School,Mr. Kevin Qualters,100 E Martin St,,Edinburg,62531 9713,217-623-5603,8-May,095,48,15,4,1.71341E+11,http://www.ecusd4.com,20250620 05:00:02
Christian,Sch,030110040,26,2001,Edinburg Elem School,Mrs. Ashley Francis,100 E Martin St,,Edinburg,62531 9713,217-623-5603,P-4,095,48,15,4,1.71341E+11,http://www.ecusd4.com,20250620 05:00:02
Christian,Dist,030110080,26,0000,Pana CUSD 8,Dr. David Lett,PO Box 377,14 Main St,Pana,62557 0377,217-562-1500,P-12,107,54,15,2,1730630,http://www.panaschools.com,20250620 05:00:02
Christian,Sch,030110080,26,0006,Pana Sr High School,Mr. Kevin McDonald,PO Box 377,201 W 8th St,Pana,62557 0377,217-562-6600,12-Sep,107,54,15,4,1.73063E+11,http://www.panaschools.com,20250620 05:00:02
Christian,Sch,030110080,26,1005,Pana Jr High School,Mrs. Lisa Mayhall,PO Box 377,203 W 8th St,Pana,62557 0377,217-562-6500,8-Jun,107,54,15,4,1.73063E+11,http://www.panaschools.com,20250620 05:00:02
Christian,Sch,030110080,26,2001,Pana Elem School,Mr. Adam Metzger,PO Box 377,209 W 9Th St,Pana,62557 0377,217-562-1510,P-5,107,54,15,4,1.73063E+11,http://www.panaschools.com,20250620 05:00:02
Christian,Dist,030110140,24,0000,South Fork SD 14,Mr. Chris E Clark,PO Box 20,612 Dial St,Kincaid,62540 0020,217-237-4333,P-12,095,48,15,2,1736640,http://www.southforkschools.com,20250620 05:00:02
Christian,Sch,030110140,24,0001,South Fork Jr Sr High School,Mr. Steve Groll,PO Box 20,612 Dial Street,Kincaid,62540 4457,217-237-4333,12-Jun,095,48,15,4,1.73664E+11,http://www.southforkschools.com,20250620 05:00:02
Christian,Sch,030110140,24,2001,South Fork Elementary School,Mrs. Michelle Rogers,PO Box 20,550 Prairie Street,Kincaid,62540 4532,217-237-4331,P-5,095,48,15,4,1.73664E+11,http://www.southforkschools.com,20250620 05:00:02
Effingham,Dist,030250100,26,0000,Altamont CUSD 10,Mrs. Casey Adam,7 S Ewing St,,Altamont,62411 1265,618-483-6195,P-12,107,54,12,2,1703510,https://www.altamontschools.org/,20250620 05:00:02
Effingham,Sch,030250100,26,0001,Altamont High School,Mrs. Peggy Bueker,7 S Ewing St,,Altamont,62411 1265,618-483-6194,12-Sep,107,54,12,4,1.70351E+11,http://www.altamontschools.org,20250620 05:00:02
Effingham,Sch,030250100,26,2002,Altamont Grade School,Mr. Kris Biggs,407 S Edwards St,,Altamont,62411 1701,618-483-5171,P-8,107,54,12,4,1.70351E+11,http://www.altamontschools.org,20250620 05:00:02
Effingham,Dist,030250200,26,0000,Beecher City CUSD 20,Mr. Philip E Lark,438 E State Highway 33,,Beecher City,62414 2219,618-487-5100,P-12,107,54,12,2,1705460,http://www.beechercity.org,20250620 05:00:02
Effingham,Sch,030250200,26,0001,Beecher City Jr-Sr High School,Mr. Philip E Lark,438 E State Highway 33,,Beecher City,62414 2219,618-487-5100,12-Jun,107,54,12,4,1.70546E+11,http://www.beechercity.org,20250620 05:00:02
Effingham,Sch,030250200,26,2003,Beecher City Grade School,Mrs. Karen Hanfland,304 E Vine,,Beecher City,62414 0098,618-487-5100,P-5,107,54,12,4,1.70546E+11,http://www.beechercity.org,20250620 05:00:02
